40.73783,-74.00418
40.72282,-73.99167
40.77293,-73.95581
40.67188,-73.97789
40.72254,-74.01074
40.70953,-73.91546
40.5928,-73.79781
40.82296,-73.95109
40.76462,-73.98319
40.75923,-73.98907
40.74811,-73.98508
40.74401,-73.9906
40.63113,-74.11905
40.70848,-73.95338
40.67843,-73.93847
40.82248,-73.95591
40.69796,-73.93507
40.7549,-73.8198
40.71652,-73.90211
40.85603,-73.86517
40.71022,-73.95777
40.76588,-73.98798
40.761868,-73.963852
40.58563,-73.82251
40.6674,-73.94221
40.67680555,-73.90922658
40.66074,-73.94983
40.74782,-73.99053
40.73444,-74.0044
40.72038,-73.99154
40.68431,-73.9594
40.68295,-73.93462
40.73262,-73.98136
40.6864,-73.93655
40.76974,-73.91613
40.78884,-73.94932
40.70765,-73.74777
40.73473,-74.00582
40.66273,-73.99318
40.7343,-73.98509
40.67737,-73.96357
40.70207,-73.99487
40.69144,-73.99579
40.68464,-73.99115
40.73045,-74.00037
40.67333,-73.91013
40.68228,-73.97916
40.62164,-74.02275
40.73906,-73.87583
40.68892,-73.9089
40.74573,-73.97802
40.63684,-73.90122
40.80796,-73.9402
40.76659,-73.98951
40.75036,-73.89206
40.71302,-73.98573
40.85762,-73.88552
40.68256,-74.00035
40.75811,-73.9916
40.70765,-73.94257
40.75565,-73.80977
40.73223,-73.99265
40.75589,-73.99335
40.77851,-73.95248
40.74163,-73.98012
40.71898,-73.98876
40.77407,-73.98772
40.5779,-73.84377
40.69074,-73.91738
40.7388,-73.92917
40.78153,-73.94729
40.70441,-74.01475
40.76603,-73.98746
40.7477,-73.98204
40.67535,-73.87382
40.75512,-73.99137
40.76008,-73.98539
40.6865,-73.94574
40.66852,-73.93273
40.63206,-74.15362
40.749,-73.9845
40.72292,-73.99328
40.74045,-73.98
40.66025,-73.75909
40.78978,-73.96957
40.70414,-74.00853
40.75447,-73.998
40.79626,-73.94388
40.7628,-73.8231
40.67144,-73.76501
40.81833,-73.94123
40.69149,-73.99409
40.7036,-73.91212
40.71645,-73.99061
40.63756,-73.93262
40.752899,-73.974327
40.63099,-74.0812
40.88472,-73.86267
40.6894,-73.91884
40.6837,-73.90801
40.7304,-73.98425
40.712753,-73.941566
40.73159,-73.98148
40.73059,-73.8531
40.69135,-73.94888
40.66252,-73.93269
40.82915,-73.94951
40.778496,-73.988274
40.69851,-73.99134
40.72105,-73.94616
40.81566,-73.93921
40.68684,-73.95112
40.7033,-73.82993
40.71451,-73.95031
40.75349,-73.97227
40.72181,-73.99226
40.78855,-73.94525
40.72252,-73.99355
40.74393,-73.99654
40.68857,-73.91702
40.66778,-73.98582
40.70998,-73.96872
40.80333,-73.96382
40.74429,-73.98511
40.72993,-74.00403
40.75078,-73.98439
40.72271,-73.73588
40.67926,-73.94807
40.73351,-73.98748
40.67921,-73.96423
40.64902,-73.92538
40.82613,-73.94484
40.79845,-73.94239
40.653576,-73.835815
40.68505,-73.91965
40.69291,-73.89714
40.69239,-73.91188
40.68225,-73.93767
40.68768,-73.99097
40.6846,-74.00074
40.67135,-73.94797
40.76293,-73.9755
40.71262,-73.96577
40.75363,-73.93463
40.74881,-73.99661
40.71965,-73.99644
40.72441,-73.98795
40.7106,-73.95178
40.69001,-73.95568
40.85604,-73.90403
40.78095,-73.95412
40.78715,-73.9702
40.66333,-73.95191
40.53125,-74.20135
40.67561,-73.89078
40.63451,-73.91169
40.69615,-73.93411
40.66801,-73.99125
40.85264,-73.93116
40.68816,-73.94207
40.76325,-73.99384
40.70448,-73.99052
40.67235,-73.92693
40.75287,-73.99465
40.70822,-73.92204
40.66517,-73.98062
40.6662,-73.97799
40.67377,-73.92909
40.81522,-73.94033
40.71744,-73.98905
40.72253,-73.99923
40.73756,-73.9535
40.76487,-73.98119
40.79804,-73.9381
40.68206,-73.88551
40.80816,-73.95192
40.70103,-73.7526
40.72823,-73.90097
40.66755,-73.99108
40.75549,-73.96849
40.69595,-73.91247
40.75336,-73.97161
40.67196,-73.95103
40.67313,-73.91539
40.7469,-73.98691
40.85551,-73.93459
40.62692,-74.11346
40.80148,-73.94311
40.72807,-73.82073
40.76688,-73.98588
40.68703,-73.93262
40.81507,-73.94369
40.85526,-73.86549
40.75493,-73.9927
40.76079,-73.98194
40.77641,-73.94776
40.70668,-74.00968
40.74792,-73.98682
40.74599,-73.90917
40.68578,-73.96458
40.75389,-73.98034
40.73638,-73.88112
40.82548072,-73.94983556
40.68241,-73.91936
40.80251,-73.95962
40.71216,-73.94469
40.75759,-73.94065
40.68656,-73.78977
40.68053,-73.9479
40.77752,-73.95336
40.61211,-73.95441
40.69336,-73.91265
40.74713,-73.98891
40.75716,-73.99406
40.69118,-73.99529
40.70746776,-73.81425448
40.7597,-73.90977
40.68213,-73.9524
40.68916,-73.94517
40.82772,-73.95284
40.76959,-73.96725
40.65703,-73.959
40.67652,-73.95729
40.76976,-73.95802
40.73122,-73.83064
40.76548,-73.92503
40.75421,-73.99632
40.69313,-73.94461
40.7956,-73.96276
40.68249,-73.99666
40.68205,-73.89361
40.7842,-73.95105
40.68592,-73.99007
40.75119,-73.97166
40.706,-74.00353
40.65862,-73.87867
40.77341,-73.9227
40.71759,-73.96448
40.67239,-73.78049
40.74567,-73.98284
40.75991,-73.96979
40.67986,-73.96269
40.70786,-73.96191
40.70837,-73.94734
40.69345,-73.72488
40.74811,-73.94332
40.760761,-73.986107
40.72743,-73.98811
40.89041,-73.91171
40.72791,-73.97977
40.7115,-73.91831
40.80476,-73.96434
40.68032,-73.77916
40.67652,-73.9669
40.85055,-73.94102
40.72557,-73.85892
40.65071,-73.96138
40.64408,-73.99707
40.68722,-73.9239
40.75293,-73.93522
40.69893,-73.99473
40.65734,-73.88086
40.69848,-73.94593
40.65917,-73.97988
40.65713123,-74.00465953
40.79528,-73.96967
40.70131,-73.90516
40.64075,-74.08378
40.79273,-73.944
40.65341,-73.9432
40.7095413,-73.82780672
40.6877,-73.95386
40.71336,-73.93787
40.802,-73.95664
40.72463,-74.0032
40.65978,-73.97901
40.7043,-73.9263
40.71685,-73.96137
40.76411,-73.99371
40.74609,-73.97761
40.75746,-73.82914
40.8038,-73.96751
40.82663,-73.93768
40.69215,-73.91493
40.71181,-73.96241
40.63798,-73.95059
40.6976,-73.97356
40.66771,-73.89566
40.7447,-73.91388
40.65777,-73.7387
40.62348,-74.02179
40.69331,-73.86625
40.65515,-73.96074
40.80216,-73.95069
40.7576,-73.93426
40.767788,-73.991737
40.72555,-73.95576
40.75782,-73.96651
40.6821,-73.91245
40.66061,-73.94681
